Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,0.1uF,C_0402_1005Metric,188.5006,-70.6192,270,top
C2,0.1uF,C_0402_1005Metric,171.2032,-70.6446,270,top
C3,0.1uF,C_0402_1005Metric,176.0292,-73.6672,0,top
R1,4.7K,R_0603_1608Metric,187.0909,-81.13,180,top
R2,4.7K,R_0603_1608Metric,187.0909,-83.8907,180,top
R3,10K,R_0603_1608Metric,175.8133,-71.5209,90,top
U1,M24M01-R,SOIC-8_3.9x4.9mm_P1.27mm,181.0076,-71.7622,180,top
