Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,0.1uF,C_0402_1005Metric,188.2466,-70.6192,270,top
C2,0.1uF,C_0402_1005Metric,171.2032,-70.6446,270,top
C3,0.1uF,C_0402_1005Metric,176.4356,-73.6418,0,top
R1,4.7K,R_0603_1608Metric,187.0909,-81.13,0,top
R2,4.7K,R_0603_1608Metric,187.0909,-83.8907,0,top
R3,10K,R_0603_1608Metric,176.1308,-71.5336,90,top
U1,M24M01-R,SOIC-8_3.9x4.9mm_P1.27mm,181.414,-71.7368,90,top
